"","usaf","wban","name","country","state","lat","lon","elev","begin","end","gmt_offset","time_zone_id","country_name","country_code","iso3166_2_subd","fips10_4_subd"
"127",162170,99999,"ORTE","IT","",42.483,12.333,75,2005,2012,1,"Europe/Rome","Italy","IT","62","07"
"128",162180,99999,"VITERBO","IT","",42.433,12.05,310,2005,2012,1,"Europe/Rome","Italy","IT","62","07"
"129",162190,99999,"TERMINILLO MOUNTAIN","IT","",42.467,12.983,1875,1965,2015,1,"Europe/Rome","Italy","IT","62","07"
"130",162210,99999,"RIETI","IT","",42.417,12.85,389,1973,2015,1,"Europe/Rome","Italy","IT","62","07"
"131",162230,99999,"VIGNA DI VALLE","IT","",42.083,12.217,266,2005,2008,1,"Europe/Rome","Italy","IT","62","07"
"132",162240,99999,"VIGNA DI VALLE(MIL)","IT","",42.083,12.217,270,1973,2015,1,"Europe/Rome","Italy","IT","62","07"
"133",162250,99999,"GROTTAMMARE","IT","",42.983,13.867,1,1973,1984,1,"Europe/Rome","Italy","IT","57","10"
"134",162260,99999,"L'AQUILA","IT","",42.367,13.317,669,2005,2008,1,"Europe/Rome","Italy","IT","65","01"
"135",162270,99999,"FUCINO","IT","",41.983,13.6,650,1984,2012,1,"Europe/Rome","Italy","IT","65","01"
"136",162280,99999,"PRETURO","IT","",42.367,13.3,667,1973,1989,1,"Europe/Rome","Italy","IT","65","01"
"137",162281,99999,"GRAN SASSO MTN RNG","IT","",42.45,13.55,2138,1985,1990,1,"Europe/Rome","Italy","IT","65","01"
"138",162283,99999,"GRAN SASSO MTN RNG","IT","",42.45,13.7,2138,1990,2009,1,"Europe/Rome","Italy","IT","65","01"
"139",162290,99999,"GRAN SASSO MTN RNG","IT","",42.45,13.7,2138,2003,2005,1,"Europe/Rome","Italy","IT","65","01"
"140",162300,99999,"PESCARA","IT","",42.432,14.181,14.6,1965,2015,1,"Europe/Rome","Italy","IT","65","01"
"141",162310,99999,"MONTE S. ANGELO","IT","",41.7,15.95,844,2004,2015,1,"Europe/Rome","Italy","IT","75","13"
"142",162320,99999,"TERMOLI","IT","",42,15,44,1973,2015,1,"Europe/Rome","Italy","IT","67","11"
"143",162330,99999,"GUIDONIA","IT","",42,12.733,90,2005,2012,1,"Europe/Rome","Italy","IT","62","07"
"144",162340,99999,"GUIDONIA","IT","",41.99,12.741,88.1,1966,2015,1,"Europe/Rome","Italy","IT","62","07"
"145",162350,99999,"URBE","IT","",41.952,12.499,16.8,1973,2015,1,"Europe/Rome","Italy","IT","62","07"
"146",162380,99999,"ROMA/CENTOCELLE","IT","",41.867,12.567,53,2005,2012,1,"Europe/Rome","Italy","IT","62","07"
"147",162390,99999,"CIAMPINO","IT","",41.799,12.595,130.1,1951,2015,1,"Europe/Rome","Italy","IT","62","07"
"148",162400,99999,"ROME","IT","",41.9,12.483,95,1928,2004,1,"Europe/Rome","Italy","IT","62","07"
"149",162420,99999,"FIUMICINO","IT","",41.804,12.251,4.6,1965,2015,1,"Europe/Rome","Italy","IT","62","07"
"150",162430,99999,"LATINA","IT","",41.542,12.909,28.3,1944,2015,1,"Europe/Rome","Italy","IT","62","07"
"151",162440,99999,"FROSINONE (IT-AFB)","IT","",41.633,13.3,181,1973,2015,1,"Europe/Rome","Italy","IT","62","07"
"152",162450,99999,"PRATICA DI MARE","IT","",41.659,12.445,12.5,1966,2015,1,"Europe/Rome","Italy","IT","62","07"
"153",162460,99999,"FROSINONE","IT","",41.633,13.3,186,2005,2009,1,"Europe/Rome","Italy","IT","62","07"
"154",162470,99999,"LATINA","IT","",41.55,12.9,26,2005,2009,1,"Europe/Rome","Italy","IT","62","07"
"155",162490,99999,"CAPE CIRCEO","IT","",41.217,13.05,3,1973,2012,1,"Europe/Rome","Italy","IT",NA,NA
"156",162520,99999,"CAMPOBASSO","IT","",41.567,14.65,807,1965,2015,1,"Europe/Rome","Italy","IT","67","11"
"157",162530,99999,"GRAZZANISE","IT","",41.061,14.082,8.8,1944,2015,1,"Europe/Rome","Italy","IT","72","04"
"158",162580,99999,"MONTE S. ANGELO","IT","",41.7,15.95,848,1973,2015,1,"Europe/Rome","Italy","IT","75","13"
"159",162591,99999,"PARMA","IT","",44.824,10.296,49.1,2004,2015,1,"Europe/Rome","Italy","IT","45","05"
"160",162592,99999,"LEVALDIGI","IT","",44.547,7.623,386.2,2004,2015,1,"Europe/Rome","Italy","IT","21","12"
"161",162593,99999,"MONTICHIARI","IT","",45.429,10.331,108.5,2004,2015,1,"Europe/Rome","Italy","IT","25","09"
"162",162600,99999,"GINA LISA","IT","",41.433,15.533,81,1957,2015,1,"Europe/Rome","Italy","IT","75","13"
"163",162603,99999,"FOGGIA/GINO LISA  &","IT","",41.433,15.533,80,1943,1946,1,"Europe/Rome","Italy","IT","75","13"
"164",162610,99999,"AMENDOLA","IT","",41.541,15.718,55.8,1944,2015,1,"Europe/Rome","Italy","IT","75","13"
"165",162620,99999,"TREVICO","IT","",41.05,15.233,1093,2005,2012,1,"Europe/Rome","Italy","IT","72","04"
"166",162630,99999,"TREVICO","IT","",41.05,15.233,1093,1973,2015,1,"Europe/Rome","Italy","IT","72","04"
"167",162640,99999,"MARINA DI GINOSA","IT","",41.133,15.517,514,1973,1990,1,"Europe/Rome","Italy","IT","75","13"
"168",162660,99999,"VIESTE","IT","",41.883,16.167,4,1973,2012,1,"Europe/Rome","Italy","IT","75","13"
"169",162700,99999,"BARI","IT","",41.133,16.767,53.9,1943,2015,1,"Europe/Rome","Italy","IT","75","13"
"170",162710,99999,"BARI","IT","",41.117,16.883,11,2005,2012,1,"Europe/Rome","Italy","IT","75","13"
"171",162800,99999,"PONZA ISLAND","IT","",40.917,12.95,185,1965,2015,1,"Europe/Rome","Italy","IT","62","07"
"172",162810,99999,"PONZA","IT","",40.917,12.95,185,2005,2008,1,"Europe/Rome","Italy","IT","62","07"
"173",162880,99999,"CASERTA","IT","",41.067,14.317,62,2005,2012,1,"Europe/Rome","Italy","IT","72","04"
"174",162890,99999,"NAPOLI/CAPODICHINO","IT","",40.85,14.3,72,1951,2015,1,"Europe/Rome","Italy","IT","72","04"
"175",162894,34113,"NAPLES","IT","",40.9,14.3,93,1986,2015,1,"Europe/Rome","Italy","IT","72","04"
"176",162920,99999,"PONTECAGNANO","IT","",40.617,14.917,39,1973,2009,1,"Europe/Rome","Italy","IT","72","04"
"177",162923,99999,"PONTECAGNANO","IT","",40.62,14.911,37.5,1993,2015,1,"Europe/Rome","Italy","IT","72","04"
"178",162940,99999,"CAPRI ISLAND","IT","",40.55,14.25,269,1973,2015,1,"Europe/Rome","Italy","IT","72","04"
"179",162950,99999,"CAPRI","IT","",40.55,14.2,161,2005,2006,1,"Europe/Rome","Italy","IT","72","04"
"180",163000,99999,"POTENZA","IT","",40.633,15.8,843,1965,2007,1,"Europe/Rome","Italy","IT","77","02"
"181",163100,99999,"CAPE PALINURO","IT","",40.017,15.283,185,1964,2015,1,"Europe/Rome","Italy","IT",NA,NA
"182",163120,99999,"GIOIA DEL COLLE","IT","",40.768,16.933,361.8,1944,2015,1,"Europe/Rome","Italy","IT","75","13"
"183",163140,99999,"MATERA","IT","",40.65,16.7,498,2005,2012,1,"Europe/Rome","Italy","IT","77","02"
"184",163160,99999,"LATRONICO","IT","",40.083,16.017,896,1974,2015,1,"Europe/Rome","Italy","IT","77","02"
"185",163170,99999,"LATRONICO","IT","",40.083,16.017,896,2005,2015,1,"Europe/Rome","Italy","IT","77","02"
"186",163180,99999,"MARTINA FRANCA","IT","",40.633,17.217,414,1973,2012,1,"Europe/Rome","Italy","IT","75","13"
"187",163200,99999,"CASALE","IT","",40.658,17.947,14.3,1943,2015,1,"Europe/Rome","Italy","IT","75","13"
"188",163240,99999,"GROTTAGLIE","IT","",40.518,17.403,65.5,1943,2015,1,"Europe/Rome","Italy","IT","75","13"
"189",163250,99999,"MARINA DI GINOSA","IT","",40.433,16.883,12,1967,2015,1,"Europe/Rome","Italy","IT","75","13"
"190",163300,99999,"TARANTO","IT","",40.467,17.233,22,1931,1939,1,"Europe/Rome","Italy","IT",NA,NA
"191",163320,99999,"LECCE","IT","",40.239,18.133,47.5,1943,2015,1,"Europe/Rome","Italy","IT","75","13"
"192",163330,99999,"LECCE","IT","",40.233,18.133,48,2005,2012,1,"Europe/Rome","Italy","IT","75","13"
"193",163340,99999,"OTRANTO","IT","",40.1,18.483,80,1973,2012,1,"Europe/Rome","Italy","IT","75","13"
"194",163360,99999,"BONIFATI","IT","",39.583,15.9,485,2006,2012,1,"Europe/Rome","Italy","IT","78","03"
"195",163370,99999,"BONIFATI (CAPE)","IT","",39.583,15.883,485,1965,2015,1,"Europe/Rome","Italy","IT","78","03"
"196",163380,99999,"CALOPEZZATI","IT","",39.567,16.8,179,1974,1981,1,"Europe/Rome","Italy","IT","78","03"
"197",163383,99999,"CALOPEZZATI","IT","",39.55,16.8,179,1993,1996,1,"Europe/Rome","Italy","IT","78","03"
"198",163440,99999,"MONTE SCURO","IT","",39.333,16.4,1677,1973,2015,1,"Europe/Rome","Italy","IT","78","03"
"199",163445,99999,"SCURO MOUNTAIN","IT","",39.333,16.4,1720,2007,2015,1,"Europe/Rome","Italy","IT","78","03"
"200",163450,99999,"MONTE SCURO","IT","",39.333,16.4,1677,2006,2012,1,"Europe/Rome","Italy","IT","78","03"
"201",163500,99999,"CROTONE","IT","",38.997,17.08,158.8,1957,2015,1,"Europe/Rome","Italy","IT","78","03"
"202",163510,99999,"CROTONE","IT","",39,17.083,155,2005,2012,1,"Europe/Rome","Italy","IT","78","03"
"203",163600,99999,"SANTA MARIA DI LEUC","IT","",39.817,18.35,112,1965,2015,1,"Europe/Rome","Italy","IT","75","13"
"204",163620,99999,"LAMEZIA TERME","IT","",38.905,16.242,11.9,1977,2015,1,"Europe/Rome","Italy","IT","78","03"
"205",163640,99999,"SERRALTA DI S. VITO","IT","",38.75,16.367,997,1973,2012,1,"Europe/Rome","Italy","IT","78","03"
"206",163650,99999,"CATANZARO","IT","",38.9,16.6,358,2006,2012,1,"Europe/Rome","Italy","IT","78","03"
"207",163680,99999,"VIBO VALENTIA","IT","",38.667,16.1,520,1973,1981,1,"Europe/Rome","Italy","IT","78","03"
"208",164000,99999,"USTICA ISLAND","IT","",38.7,13.183,251,1957,2015,1,"Europe/Rome","Italy","IT","82","15"
"209",164010,99999,"USTICA","IT","",38.7,13.183,243,2005,2012,1,"Europe/Rome","Italy","IT","82","15"
"210",164050,99999,"PALERMO","IT","",38.176,13.091,19.8,1964,2015,1,"Europe/Rome","Italy","IT","82","15"
"211",164090,99999,"PALERMO BOCCADIFALCO","IT","",38.117,13.317,123,2006,2012,1,"Europe/Rome","Italy","IT","82","15"
"212",164100,99999,"BOCCADIFALCO","IT","",38.111,13.313,105.2,1943,2009,1,"Europe/Rome","Italy","IT","82","15"
"213",164150,99999,"ISOLA SALINA","IT","",38.567,14.85,46,1984,2012,1,"Europe/Rome","Italy","IT","82","15"
"214",164160,99999,"ISOLA STROMBOLI","IT","",38.8,15.233,5,1973,2012,1,"Europe/Rome","Italy","IT","82","15"
"215",164200,99999,"MESSINA","IT","",38.2,15.55,51,1931,2015,1,"Europe/Rome","Italy","IT","82","15"
"216",164220,99999,"REGGIO CALABRIA","IT","",38.071,15.652,29.3,1973,2015,1,"Europe/Rome","Italy","IT","78","03"
"217",164290,99999,"TRAPANI BIRGI","IT","",37.911,12.488,7.3,1965,2015,1,"Europe/Rome","Italy","IT","82","15"
"218",164300,99999,"MARSALA","IT","",37.817,12.467,2,1957,1958,1,"Europe/Rome","Italy","IT","82","15"
"219",164340,99999,"PRIZZI","IT","",37.717,13.433,1035,1973,2015,1,"Europe/Rome","Italy","IT","82","15"
"220",164350,99999,"PRIZZI","IT","",37.717,13.433,1035,2005,2012,1,"Europe/Rome","Italy","IT","82","15"
"221",164360,99999,"SCIACCA","IT","",37.517,13.083,125,1943,2012,1,"Europe/Rome","Italy","IT","82","15"
"222",164420,99999,"GIBILMANNA","IT","",37.983,14.017,998,2005,2012,1,"Europe/Rome","Italy","IT","82","15"
"223",164500,99999,"ENNA","IT","",37.567,14.283,965,1973,2015,1,"Europe/Rome","Italy","IT","82","15"
"224",164530,99999,"GELA","IT","",37.083,14.217,33,1943,2015,1,"Europe/Rome","Italy","IT","82","15"
"225",164540,99999,"GELA","IT","",37.083,14.217,65,2005,2012,1,"Europe/Rome","Italy","IT","82","15"
"226",164590,99999,"CATANIA/SIGONELLA","IT","",37.4,14.917,22,1943,2015,1,"Europe/Rome","Italy","IT","82","15"
"227",164594,33126,"SIGONELLA","IT","",37.4,14.917,31.1,1979,2004,1,"Europe/Rome","Italy","IT","82","15"
"228",164600,99999,"CATANIA FONTANAROSSA","IT","",37.467,15.066,11.9,1943,2015,1,"Europe/Rome","Italy","IT","82","15"
